-5.863249 2.410088
-5.907672 2.159604
-5.877481 2.281576
-5.874000 2.312102
-5.886064 2.268735
-5.891004 2.215965
-5.882704 2.272757
-5.878791 2.300940
-5.874741 2.331521
-5.905273 2.169397
-5.882080 2.261803
-5.922357 2.058092
-5.915169 2.069541
-5.872597 2.253236
-5.925068 2.033132
-5.890474 2.183924
-5.878374 2.263555
-5.917571 2.106063
-5.823890 2.480304
-5.758454 2.767931
-5.674107 3.143023
-5.696577 3.053894
-5.674501 3.154395
-5.638131 3.330622
-5.569339 3.681818
-5.570894 3.749098
-5.546892 3.856664
-5.493632 4.129570
-5.564506 3.762009
-5.522547 3.960181
-5.610083 3.525941
-5.655817 3.344426
-5.685823 3.200737
-5.684812 3.220775
-5.749953 2.892434
-5.723223 3.053081
-5.812170 2.585688
-5.797568 2.648271
-5.797159 2.650917
-5.787297 2.700771
-5.790618 2.692949
-5.780505 2.797666
-5.776099 2.838752
-5.756554 2.930657
-5.761747 2.921657
-5.779089 2.814602
-5.755729 2.953234
-5.671817 3.338771
-5.670462 3.359800
-5.653164 3.428433
-5.577297 3.764432
-5.596900 3.633204
-5.648106 3.386565
-5.640350 3.456861
-5.652138 3.417120
-5.616006 3.570065
-5.617674 3.525291
-5.598228 3.649692
-5.626761 3.518789
-5.639679 3.459506
-5.649656 3.350453
-5.714486 3.086856
-5.669346 3.278125
-5.668397 3.257646
-5.707064 3.098586
-5.734602 2.940921
-5.737220 2.960192
-5.763257 2.804599
-5.767779 2.781160
-5.772714 2.772413
-5.753355 2.844823
-5.684808 3.129915
-5.712719 3.010280
-5.774218 2.768939
-5.879395 2.217188
-5.831944 2.385179
-5.813205 2.507219
-5.779930 2.660631
-5.790880 2.614951
-5.820940 2.461092
-5.819258 2.495960
-5.771067 2.755975
-5.839318 2.437405
-5.797221 2.645259
-5.791761 2.673195
-5.797000 2.633066
-5.793672 2.615780
-5.774343 2.713046
-5.714853 2.966851
-5.727130 2.868540
-5.826162 2.415178
-5.797329 2.545843
-5.822003 2.377911
-5.820252 2.383033
-5.763057 2.674131
-5.714486 2.947711
-5.721877 2.884100
-5.755397 2.727890
-5.755683 2.779944
-5.663050 3.236645
-5.633679 3.379431
-5.701769 3.065885
-5.738330 2.872442
-5.757776 2.793286
-5.758454 2.790943
-5.824364 2.486405
-5.837977 2.453882
-5.816459 2.604690
-5.814886 2.580909
-5.789427 2.730177
-5.742593 2.960728
-5.731287 3.019993
-5.724686 2.986510
-5.682268 3.184892
-5.729700 2.980115
-5.690237 3.126818
-5.700510 3.075115
-5.725876 2.945346
-5.654239 3.217313
-5.696980 3.032938
-5.770576 2.723736
-5.830340 2.486402
-5.840890 2.505622
-5.819077 2.646804
-5.833225 2.615384
-5.822903 2.591912
-5.733628 2.977129
-5.693612 3.189694
-5.718701 3.093629
-5.665949 3.339679
-5.738845 3.004542
-5.708517 3.153775
-5.748283 2.920613
-5.791796 2.759752
-5.774501 2.843383
-5.778878 2.768501
-5.856109 2.416760
-5.838666 2.521927
-5.861659 2.386824
-5.831091 2.552502
-5.862983 2.420036
-5.801492 2.709150
-5.858983 2.408601
-5.854104 2.408324
-5.853319 2.430793
-5.816724 2.575888
-5.795750 2.729316
-5.830811 2.557648
-5.816414 2.649164
-5.836213 2.554168
-5.873007 2.373538
-5.879827 2.349506
-5.809301 2.699906
-5.832813 2.579291
-5.840929 2.525715
-5.891896 2.221945
-5.861867 2.336149
-5.896822 2.205472
-5.804590 2.694167
-5.862561 2.390264
-5.877821 2.317981
-5.910110 2.147473
-5.871154 2.359862
-5.845034 2.501726
-5.772800 2.884297
-5.751241 2.921151
-5.758306 2.841579
-5.825383 2.517312
-5.821147 2.562874
-5.797883 2.659635
-5.790494 2.701973
-5.771772 2.788105
-5.768045 2.831159
-5.758239 2.905346
-5.759330 2.896487
-5.770040 2.871780
-5.810506 2.618003
-5.795700 2.659936
-5.828472 2.503509
-5.810192 2.585968
-5.784243 2.792767
-5.794623 2.729713
-5.794032 2.733448
-5.778600 2.830347
-5.849185 2.505323
-5.794361 2.731513
-5.842541 2.553716
-5.833424 2.587218
-5.822585 2.559074
-5.852474 2.423856
-5.803645 2.707523
-5.772425 2.844810
-5.850232 2.417102
-5.816150 2.612068
-5.784540 2.671298
-5.794249 2.617467
-5.839530 2.397236
-5.807018 2.581412
-5.802371 2.647139
-5.758191 2.816425
-5.777324 2.715612
