0.000000 0.000000 0.0
0.010000 0.000501 0.025036
0.020000 0.000892 0.022298
0.030000 0.001203 0.020042
0.040000 0.001461 0.018263
0.050000 0.001669 0.016691
0.060000 0.001838 0.015320
0.070000 0.001965 0.014039
0.080000 0.002075 0.012970
0.090000 0.002164 0.012024
0.100000 0.002242 0.011208
0.110000 0.002281 0.010367
0.120000 0.002343 0.009762
0.130000 0.002376 0.009139
0.140000 0.002404 0.008586
0.150000 0.002433 0.008111
0.160000 0.002459 0.007685
0.170000 0.002464 0.007247
0.180000 0.002485 0.006903
0.190000 0.002503 0.006587
0.200000 0.002507 0.006268
0.210000 0.002516 0.005991
0.220000 0.002528 0.005745
0.230000 0.002539 0.005520
0.240000 0.002545 0.005302
0.250000 0.002551 0.005101
0.260000 0.002555 0.004913
0.270000 0.002549 0.004721
0.280000 0.002555 0.004562
0.290000 0.002557 0.004408
0.300000 0.002561 0.004268
0.310000 0.002574 0.004151
0.320000 0.002576 0.004025
0.330000 0.002580 0.003909
0.340000 0.002573 0.003784
0.350000 0.002569 0.003670
0.360000 0.002572 0.003573
0.370000 0.002574 0.003479
0.380000 0.002574 0.003387
0.390000 0.002572 0.003297
0.400000 0.002572 0.003215
0.410000 0.002569 0.003133
0.420000 0.002569 0.003059
0.430000 0.002568 0.002986
0.440000 0.002566 0.002916
0.450000 0.002559 0.002843
0.460000 0.002552 0.002774
0.470000 0.002557 0.002720
0.480000 0.002567 0.002674
0.490000 0.002562 0.002614
0.500000 0.002567 0.002567
0.510000 0.002567 0.002516
0.520000 0.002570 0.002471
0.530000 0.002569 0.002424
0.540000 0.002570 0.002380
0.550000 0.002573 0.002339
0.560000 0.002567 0.002292
0.570000 0.002569 0.002254
0.580000 0.002570 0.002216
0.590000 0.002565 0.002174
0.600000 0.002561 0.002134
0.610000 0.002554 0.002094
0.620000 0.002566 0.002070
0.630000 0.002558 0.002030
0.640000 0.002554 0.001996
0.650000 0.002565 0.001973
0.660000 0.002561 0.001940
0.670000 0.002558 0.001909
0.680000 0.002562 0.001884
0.690000 0.002558 0.001854
0.700000 0.002566 0.001833
0.710000 0.002578 0.001816
0.720000 0.002581 0.001792
0.730000 0.002578 0.001766
0.740000 0.002567 0.001735
0.750000 0.002563 0.001709
0.760000 0.002561 0.001685
0.770000 0.002561 0.001663
0.780000 0.002575 0.001650
0.790000 0.002574 0.001629
0.800000 0.002569 0.001605
0.810000 0.002572 0.001588
0.820000 0.002575 0.001570
0.830000 0.002584 0.001557
0.840000 0.002571 0.001530
0.850000 0.002569 0.001511
0.860000 0.002564 0.001491
0.870000 0.002569 0.001476
0.880000 0.002564 0.001457
0.890000 0.002559 0.001438
0.900000 0.002567 0.001426
0.910000 0.002574 0.001414
0.920000 0.002575 0.001399
0.930000 0.002569 0.001381
0.940000 0.002564 0.001364
0.950000 0.002569 0.001352
0.960000 0.002566 0.001337
0.970000 0.002566 0.001323
0.980000 0.002563 0.001308
0.990000 0.002556 0.001291
1.000000 0.002553 0.001277
1.010000 0.002551 0.001263
1.020000 0.002560 0.001255
1.030000 0.002558 0.001242
1.040000 0.002569 0.001235
1.050000 0.002570 0.001224
1.060000 0.002568 0.001211
1.070000 0.002562 0.001197
1.080000 0.002568 0.001189
1.090000 0.002567 0.001177
1.100000 0.002569 0.001168
1.110000 0.002564 0.001155
1.120000 0.002583 0.001153
1.130000 0.002576 0.001140
1.140000 0.002569 0.001127
1.150000 0.002570 0.001117
1.160000 0.002566 0.001106
1.170000 0.002555 0.001092
1.180000 0.002558 0.001084
1.190000 0.002550 0.001071
1.200000 0.002561 0.001067
1.210000 0.002571 0.001062
1.220000 0.002572 0.001054
1.230000 0.002571 0.001045
1.240000 0.002571 0.001037
1.250000 0.002574 0.001030
1.260000 0.002572 0.001021
1.270000 0.002568 0.001011
1.280000 0.002572 0.001005
1.290000 0.002571 0.000997
1.300000 0.002568 0.000988
1.310000 0.002571 0.000981
1.320000 0.002571 0.000974
1.330000 0.002579 0.000969
1.340000 0.002576 0.000961
1.350000 0.002567 0.000951
1.360000 0.002566 0.000943
1.370000 0.002565 0.000936
1.380000 0.002561 0.000928
1.390000 0.002553 0.000918
1.400000 0.002555 0.000912
1.410000 0.002555 0.000906
1.420000 0.002557 0.000900
1.430000 0.002554 0.000893
1.440000 0.002553 0.000886
1.450000 0.002551 0.000880
1.460000 0.002555 0.000875
1.470000 0.002559 0.000871
1.480000 0.002559 0.000865
1.490000 0.002557 0.000858
1.500000 0.002556 0.000852
1.510000 0.002550 0.000844
1.520000 0.002561 0.000842
1.530000 0.002564 0.000838
1.540000 0.002565 0.000833
1.550000 0.002570 0.000829
1.560000 0.002571 0.000824
1.570000 0.002573 0.000819
1.580000 0.002576 0.000815
1.590000 0.002577 0.000811
1.600000 0.002575 0.000805
1.610000 0.002569 0.000798
1.620000 0.002573 0.000794
1.630000 0.002571 0.000789
1.640000 0.002573 0.000785
1.650000 0.002576 0.000781
1.660000 0.002570 0.000774
1.670000 0.002560 0.000767
1.680000 0.002569 0.000765
1.690000 0.002564 0.000758
1.700000 0.002557 0.000752
1.710000 0.002557 0.000748
1.720000 0.002569 0.000747
1.730000 0.002563 0.000741
1.740000 0.002557 0.000735
1.750000 0.002557 0.000731
1.760000 0.002561 0.000728
1.770000 0.002554 0.000721
1.780000 0.002564 0.000720
1.790000 0.002564 0.000716
1.800000 0.002563 0.000712
1.810000 0.002572 0.000711
1.820000 0.002573 0.000707
1.830000 0.002576 0.000704
1.840000 0.002572 0.000699
1.850000 0.002567 0.000694
1.860000 0.002572 0.000691
1.870000 0.002576 0.000689
1.880000 0.002573 0.000684
1.890000 0.002574 0.000681
1.900000 0.002574 0.000677
1.910000 0.002575 0.000674
1.920000 0.002581 0.000672
1.930000 0.002582 0.000669
1.940000 0.002582 0.000665
1.950000 0.002578 0.000661
1.960000 0.002576 0.000657
1.970000 0.002571 0.000653
1.980000 0.002581 0.000652
1.990000 0.002573 0.000646
2.000000 0.002570 0.000642
2.010000 0.002572 0.000640
2.020000 0.002571 0.000636
2.030000 0.002569 0.000633
2.040000 0.002566 0.000629
2.050000 0.002574 0.000628
2.060000 0.002577 0.000625
2.070000 0.002570 0.000621
2.080000 0.002568 0.000617
2.090000 0.002565 0.000614
2.100000 0.002570 0.000612
2.110000 0.002572 0.000610
2.120000 0.002581 0.000609
2.130000 0.002575 0.000604
2.140000 0.002559 0.000598
2.150000 0.002561 0.000596
2.160000 0.002563 0.000593
2.170000 0.002554 0.000589
2.180000 0.002557 0.000586
2.190000 0.002551 0.000582
2.200000 0.002564 0.000583
2.210000 0.002566 0.000581
2.220000 0.002576 0.000580
2.230000 0.002578 0.000578
2.240000 0.002565 0.000572
2.250000 0.002569 0.000571
2.260000 0.002570 0.000569
2.270000 0.002568 0.000566
2.280000 0.002566 0.000563
2.290000 0.002574 0.000562
2.300000 0.002571 0.000559
2.310000 0.002565 0.000555
2.320000 0.002556 0.000551
2.330000 0.002554 0.000548
2.340000 0.002554 0.000546
2.350000 0.002558 0.000544
2.360000 0.002565 0.000543
2.370000 0.002565 0.000541
2.380000 0.002566 0.000539
2.390000 0.002564 0.000536
2.400000 0.002568 0.000535
2.410000 0.002566 0.000532
2.420000 0.002568 0.000531
2.430000 0.002569 0.000529
2.440000 0.002567 0.000526
2.450000 0.002552 0.000521
2.460000 0.002552 0.000519
2.470000 0.002546 0.000515
2.480000 0.002554 0.000515
2.490000 0.002568 0.000516
2.500000 0.002565 0.000513
2.510000 0.002559 0.000510
2.520000 0.002560 0.000508
2.530000 0.002570 0.000508
2.540000 0.002566 0.000505
2.550000 0.002579 0.000506
2.560000 0.002580 0.000504
2.570000 0.002577 0.000501
2.580000 0.002567 0.000497
2.590000 0.002574 0.000497
2.600000 0.002571 0.000494
2.610000 0.002559 0.000490
2.620000 0.002572 0.000491
2.630000 0.002573 0.000489
2.640000 0.002565 0.000486
2.650000 0.002570 0.000485
2.660000 0.002572 0.000484
2.670000 0.002567 0.000481
2.680000 0.002571 0.000480
2.690000 0.002561 0.000476
2.700000 0.002563 0.000475
2.710000 0.002569 0.000474
2.720000 0.002581 0.000474
2.730000 0.002577 0.000472
2.740000 0.002562 0.000467
2.750000 0.002568 0.000467
2.760000 0.002569 0.000465
2.770000 0.002570 0.000464
2.780000 0.002571 0.000462
2.790000 0.002564 0.000459
2.800000 0.002563 0.000458
2.810000 0.002574 0.000458
2.820000 0.002579 0.000457
2.830000 0.002586 0.000457
2.840000 0.002581 0.000454
2.850000 0.002572 0.000451
2.860000 0.002576 0.000450
2.870000 0.002574 0.000449
2.880000 0.002581 0.000448
2.890000 0.002578 0.000446
2.900000 0.002586 0.000446
2.910000 0.002592 0.000445
2.920000 0.002591 0.000444
2.930000 0.002585 0.000441
2.940000 0.002585 0.000440
2.950000 0.002585 0.000438
2.960000 0.002571 0.000434
2.970000 0.002563 0.000431
2.980000 0.002569 0.000431
2.990000 0.002570 0.000430
3.000000 0.002562 0.000427
3.010000 0.002569 0.000427
3.020000 0.002574 0.000426
3.030000 0.002575 0.000425
3.040000 0.002571 0.000423
3.050000 0.002575 0.000422
3.060000 0.002574 0.000421
3.070000 0.002563 0.000417
3.080000 0.002566 0.000416
3.090000 0.002569 0.000416
3.100000 0.002571 0.000415
3.110000 0.002557 0.000411
3.120000 0.002571 0.000412
3.130000 0.002556 0.000408
3.140000 0.002561 0.000408
3.150000 0.002555 0.000406
3.160000 0.002553 0.000404
3.170000 0.002554 0.000403
3.180000 0.002553 0.000401
3.190000 0.002548 0.000399
3.200000 0.002557 0.000400
3.210000 0.002554 0.000398
3.220000 0.002560 0.000398
3.230000 0.002558 0.000396
3.240000 0.002556 0.000395
3.250000 0.002561 0.000394
3.260000 0.002557 0.000392
3.270000 0.002562 0.000392
3.280000 0.002565 0.000391
3.290000 0.002579 0.000392
3.300000 0.002573 0.000390
3.310000 0.002579 0.000390
3.320000 0.002576 0.000388
3.330000 0.002580 0.000387
3.340000 0.002580 0.000386
3.350000 0.002573 0.000384
3.360000 0.002570 0.000382
3.370000 0.002566 0.000381
3.380000 0.002558 0.000378
3.390000 0.002557 0.000377
3.400000 0.002557 0.000376
3.410000 0.002562 0.000376
3.420000 0.002574 0.000376
3.430000 0.002570 0.000375
3.440000 0.002570 0.000373
3.450000 0.002565 0.000372
3.460000 0.002568 0.000371
3.470000 0.002568 0.000370
3.480000 0.002566 0.000369
3.490000 0.002568 0.000368
3.500000 0.002575 0.000368
3.510000 0.002567 0.000366
3.520000 0.002575 0.000366
3.530000 0.002573 0.000364
3.540000 0.002573 0.000363
3.550000 0.002581 0.000364
3.560000 0.002576 0.000362
3.570000 0.002568 0.000360
3.580000 0.002554 0.000357
3.590000 0.002567 0.000357
3.600000 0.002564 0.000356
3.610000 0.002559 0.000354
3.620000 0.002569 0.000355
3.630000 0.002563 0.000353
3.640000 0.002562 0.000352
3.650000 0.002562 0.000351
3.660000 0.002565 0.000350
3.670000 0.002565 0.000349
3.680000 0.002574 0.000350
3.690000 0.002568 0.000348
3.700000 0.002568 0.000347
3.710000 0.002571 0.000347
3.720000 0.002584 0.000347
3.730000 0.002572 0.000345
